,ret
2024-04-02,-0.07887091865035503
2024-04-03,-0.0093146729175384
2024-04-04,0.0009404957441851245
2024-04-05,-0.02546004551641887
2024-04-08,-0.005299741085192265
2024-04-09,-0.030736808423310905
2024-04-10,-0.014476127759073918
2024-04-11,-0.004676696050577873
2024-04-12,-0.06374320747815738
2024-04-15,-0.05018476198340034
2024-04-16,-0.026794074954821202
2024-04-17,0.02917408683342063
2024-04-18,0.06279587908153231
2024-04-19,0.052603974441162715
2024-04-22,0.13119090626389035
2024-04-23,0.04288603662558779
2024-04-24,-0.052032576265899626
2024-04-25,-0.01683072523481279
2024-04-26,-0.008029163580642743
2024-04-29,-0.06618974243257972
2024-04-30,-0.07760617647654086
2024-05-01,-0.009935976655764733
2024-05-02,0.0348857392320614
2024-05-03,0.02367465058764891
2024-05-06,0.07867534658619793
2024-05-07,-0.06229338616260582
2024-05-08,-0.0034437385338393356
2024-05-09,0.01492935248422091
2024-05-10,-0.05118932843803619
2024-05-13,-0.0013973013715629832
2024-05-14,-0.020513006120681687
2024-05-15,0.08806727515042612
2024-05-16,0.009985078649891474
2024-05-17,-0.013587354580127498
2024-05-20,0.07827827498386822
2024-05-21,0.014961449420198043
2024-05-22,0.024948874550414463
2024-05-23,-0.07379869410769513
2024-05-24,0.0586322196341786
2024-05-28,-0.0018847592648991718
2024-05-29,-0.012274208692818901
2024-05-30,-0.01567485774430647
2024-05-31,-0.0009175536916691991
2024-06-03,-0.002006642198966217
2024-06-04,0.10264063447262836
2024-06-05,0.0379060747486216
2024-06-06,0.06443933062611024
2024-06-07,-0.025940863782611994
2024-06-10,0.0067037326068787135
2024-06-11,0.0643345509580376
2024-06-12,0.09240734949418973
2024-06-13,0.07741529332788913
2024-06-14,-0.017322052270479022
2024-06-17,0.05620861017848493
2024-06-18,-0.007941975456761266
2024-06-20,0.03778555688231298
2024-06-21,-0.07669736021054922
2024-06-24,-0.026875743030699395
2024-06-25,0.07033210414138884
2024-06-26,-0.02800803587407271
2024-06-27,-0.0059145868080184485
2024-06-28,-0.00230859076952176
2024-07-01,0.09982648210504773
2024-07-02,0.024749194706726485
2024-07-03,0.008055723995242327
2024-07-05,0.01981191005613068
2024-07-08,0.0056154390232503095
2024-07-09,-0.07526920069556203
2024-07-10,-0.014753914714955128
2024-07-11,-0.04625689593326574
2024-07-12,0.08765813878667982
2024-07-15,0.13367407594451247
2024-07-16,0.054610531903469706
2024-07-17,-0.05556576165645125
2024-07-18,-0.09532512915208155
2024-07-19,0.07796618395164708
2024-07-22,0.036668454343913706
2024-07-23,-0.046196852184488914
2024-07-24,-0.07436077471732548
2024-07-25,-0.07478952583275578
2024-07-26,0.025038508436695937
2024-07-29,-0.03094756208683891
2024-07-30,-0.05001371165135942
2024-07-31,0.034347083620981156
2024-08-01,-0.05969699705030012
2024-08-02,-0.10203748653399324
2024-08-05,-0.04736143935591643
2024-08-06,0.025127883943404702
2024-08-07,-0.08741776790245387
2024-08-08,0.1205729210494466
2024-08-09,-0.043240286973437195
2024-08-12,-0.032207518499756393
2024-08-13,-0.018973983865745815
2024-08-14,-0.016314589367407945
2024-08-15,0.012386283953319269
2024-08-16,0.039550994681693964
2024-08-19,0.046189093351884286
2024-08-20,-0.004252102034231727
2024-08-21,0.041865343664632126
2024-08-22,-0.03692932128250085
2024-08-23,0.0638994865289509
2024-08-26,-0.033425339543685095
2024-08-27,-0.051828285858586315
2024-08-28,-0.06613926410389673
2024-08-29,0.031436992597360845
2024-08-30,-0.017169708192590227
2024-09-03,-0.11325640409163078
2024-09-04,-0.020569988843534278
2024-09-05,0.017947758460958307
2024-09-06,-0.07246286554736517
2024-09-09,0.08637175980241539
2024-09-10,0.06261362736606974
2024-09-11,0.008155828793125819
2024-09-12,0.006185560658594398
2024-09-13,0.014581809930635218
2024-09-16,-0.02049790366211181
2024-09-17,0.02273452470313508
2024-09-18,-0.022802309245776715
2024-09-19,0.021948140460771905
2024-09-20,-0.002643538572933146
2024-09-23,0.037775645566136974
2024-09-24,0.08995716935969804
2024-09-25,0.009195382041425837
2024-09-26,0.04233799059080795
2024-09-27,0.005173040960329278
2024-09-30,-0.06171762396768518
2024-10-01,-0.08052880493899603
2024-10-02,0.024608107877571544
2024-10-03,0.007353015896616227
2024-10-04,0.04944973348737765
2024-10-07,-0.04159349684090256
2024-10-08,-0.02050877759846211
2024-10-09,-0.03804467554389827
2024-10-10,-0.002637682846817406
2024-10-11,0.08868503447550986
2024-10-14,0.0733404914014181
2024-10-15,0.004162049633793739
2024-10-16,0.09463491298836742
2024-10-17,-0.02786707721740707
2024-10-18,0.0733186792837665
2024-10-21,0.047674585879941424
2024-10-22,0.001557651395316439
2024-10-23,-0.04848619438681814
2024-10-24,0.02719425403929602
2024-10-25,-0.01586273973514999
2024-10-28,0.13165151784450382
2024-10-29,-0.022366325825179646
2024-10-30,-0.00670175093169606
2024-10-31,-0.09821700204413909
2024-11-01,0.00016552180406244788
2024-11-04,-0.05068559998841091
2024-11-05,0.06555066145610784
2024-11-06,0.20173506658151097
2024-11-07,0.03230873800179475
2024-11-08,0.00910396623098486
2024-11-11,0.18097323311921573
