Date,ret
2024-07-26,-0.0032769028410440035
2024-07-29,-0.03753925251781765
2024-07-30,-0.03121015141553797
2024-07-31,-0.015788875023825144
2024-08-01,-0.00964280213566375
2024-08-02,-0.036154877506333734
2024-08-05,0.04891092151366844
2024-08-06,0.01672564883416706
2024-08-07,-0.05114975547153287
2024-08-08,0.030370715206274906
2024-08-09,-0.05839723122242374
2024-08-12,-0.03278304678016742
2024-08-13,-0.0864760165854975
2024-08-14,-0.018313518223018452
2024-08-15,-0.03577971427936301
2024-08-16,0.0400472944830261
2024-08-19,0.014964467242975028
2024-08-20,-0.0021656130670282435
2024-08-21,0.031187502903779488
2024-08-22,-0.016942956425409647
2024-08-23,0.03383609683562368
2024-08-26,-0.019817153793137567
2024-08-27,-0.05462804802456352
2024-08-28,-0.04148766766222475
2024-08-29,0.028060043363691386
2024-08-30,-0.0453752269007141
2024-09-03,-0.042222121959291106
2024-09-04,-0.0035580136337755664
2024-09-05,0.028849893699641457
2024-09-06,-0.019597250527686863
2024-09-09,0.046873378741800475
2024-09-10,0.03872434233171612
2024-09-11,-0.029093853799062132
2024-09-12,-0.0181294372148601
2024-09-13,0.0051532812175269505
2024-09-16,-0.022694005642968935
2024-09-17,0.021859873988669846
2024-09-18,-0.002063391518803765
2024-09-19,-0.047678615361854894
2024-09-20,0.008116358081392312
2024-09-23,0.030038009643667193
2024-09-24,0.07205451382341026
2024-09-25,0.009433071671871665
2024-09-26,0.023106590003658493
2024-09-27,0.0068763327022725316
2024-09-30,-0.07018386733773732
2024-10-01,-0.039719297026135095
2024-10-02,0.022569597106815654
2024-10-03,0.012769065016991292
2024-10-04,0.012903049906859518
2024-10-07,-0.0014996007255943591
2024-10-08,-0.05297437575631016
2024-10-09,-0.05916526962235813
2024-10-10,0.0033530983301179674
2024-10-11,0.06993487336736103
2024-10-14,0.03125517163752931
2024-10-15,0.0311063208637917
2024-10-16,0.06896538115999876
2024-10-17,-0.026779907058970858
2024-10-18,0.04681439261590544
2024-10-21,0.047185577311372025
2024-10-22,0.013165957190495542
2024-10-23,-0.01065538317485297
2024-10-24,0.017180334319657566
2024-10-25,-0.015584184317850582
2024-10-28,0.11039040269870092
2024-10-29,-0.024175240666536653
2024-10-30,0.00015073138480158413
2024-10-31,-0.017333996305299942
2024-11-01,-0.018345481538768617
2024-11-04,-0.04010221606378726
2024-11-05,0.015947249223684713
2024-11-06,0.09425746224131117
2024-11-07,0.018089982174040595
2024-11-08,-0.005172558127391794
2024-11-11,0.15560898499669762
