Date,ret
2020-02-19,0.0
2020-02-20,0.0015968321431537595
2020-02-21,-0.0009899195091368773
2020-02-24,-0.014340318386148132
2020-02-25,-0.024002874045199435
2020-02-26,-0.0024740623153231556
2020-02-27,-0.038813247168120374
2020-02-28,-0.021732633446208405
2020-03-02,0.0429885962722778
2020-03-03,-0.0049052547050418005
2020-03-04,0.035072515251291625
2020-03-05,-0.012083051179519633
2020-03-06,-0.011497803602521256
2020-03-09,-0.049826738356792855
2020-03-10,0.02588138963175446
2020-03-11,-0.038660943500369194
2020-03-12,-0.08108035890223453
2020-03-13,0.05727309205334741
2020-03-16,-0.10579367409860108
2020-03-17,0.06756479150025108
2020-03-18,-0.04284457651056836
2020-03-19,-0.0223041704416643
2020-03-20,-0.041692118434815295
2020-03-23,-0.02328227609666289
2020-03-24,0.08641031860715276
2020-03-25,0.013745200545936143
2020-03-26,0.059195922900304176
2020-03-27,-0.010917132595927942
2020-03-30,0.027367111567834834
2020-03-31,-0.0306841079993406
2020-04-01,-0.03973523730095338
2020-04-02,0.021461069029611368
2020-04-03,-0.013679432854569601
2020-04-06,0.0656554964431878
2020-04-07,-0.006635961895481185
2020-04-08,0.03687989906417383
2020-04-09,0.03125524872989438
2020-04-13,-0.014558499629512972
2020-04-14,0.028124614558328098
2020-04-15,-0.024608102875197047
2020-04-16,0.0024672078690420045
2020-04-17,-0.0027702049255931976
2020-04-20,0.00022233636415254499
2020-04-21,-0.004168439160765106
2020-04-22,0.005606569279047929
2020-04-23,0.0011316547338746513
2020-04-24,0.002438442145686767
2020-04-27,-0.002750135608521581
2020-04-28,-0.00023689969586371262
2020-04-29,0.005111991922500739
