Date,ret
2007-10-01,0.0
2007-10-02,-0.013443944010373354
2007-10-03,-0.007947202680529009
2007-10-04,0.006236735256151094
2007-10-05,0.010019932055270908
2007-10-08,-0.007368931781045307
2007-10-09,0.014006626856830795
2007-10-10,-8.528643080468745e-05
2007-10-11,-0.002559637943197468
2007-10-12,0.007783256640249481
2007-10-15,0.0005065255731748763
2007-10-16,-0.004929773520308295
2007-10-17,-0.003110339680514357
2007-10-18,0.009590362259291274
2007-10-19,-0.02522642296757971
2007-10-22,-0.007406728786579331
2007-10-23,0.011350201469640164
2007-10-24,0.0023371409871611737
2007-10-25,0.007862579091012484
2007-10-26,0.017314436786404985
2007-10-29,0.006074253252567552
2007-10-30,-0.01640604319099151
2007-10-31,0.020382889040981844
2007-11-01,-0.020920675851390097
2007-11-02,0.013574106096652938
2007-11-05,-0.005542348156692772
2007-11-06,0.020802623929381092
2007-11-07,-0.02152656318108867
2007-11-08,-0.0021990326733039856
2007-11-09,-0.015080907413331623
2007-11-12,-0.037927898762033146
2007-11-13,0.026598927132174932
2007-11-14,0.0031536854570009543
2007-11-15,-0.024038278867684226
2007-11-16,0.008994002454522698
2007-11-19,-0.017277064216000282
2007-11-20,0.021231536025158315
2007-11-21,-0.015387064527412148
2007-11-23,0.01870918035908875
2007-11-26,-0.018976114394902377
2007-11-27,-0.0016761853235850166
2007-11-28,0.023740083714549443
2007-11-29,0.0024538209148930734
2007-11-30,-0.0012777257392267427
2007-12-03,0.0012729968283942683
2007-12-04,-0.0014315233595507404
2007-12-05,0.013471271711810007
2007-12-06,0.015718792843162632
2007-12-07,-0.001332873273040075
2007-12-10,0.011732884818132616
2007-12-11,-0.024053716433131478
2007-12-12,0.021062699757431136
2007-12-13,-0.004914251852053186
2007-12-14,-0.00989479048729655
2007-12-17,-0.01936382243507037
2007-12-18,0.008761044267536655
2007-12-19,0.0036285793766799024
2007-12-20,0.009554955502433654
2007-12-21,0.015407097267073178
2007-12-24,0.0023426879522133325
2007-12-26,0.005681332060815031
2007-12-27,-0.003162190868190029
2007-12-28,0.0029519356286323573
2007-12-31,-0.002985982748440627
2008-01-02,0.00612120278808774
2008-01-03,0.0057574198688686296
2008-01-04,-0.009713386320915729
2008-01-07,-0.0049989374103406314
2008-01-08,-1.252360633753613e-05
2008-01-09,0.0008632261524414014
2008-01-10,0.0030402510453815396
2008-01-11,-0.0011776577449389841
2008-01-14,0.009586478303447693
2008-01-15,-0.012296872360326436
2008-01-16,-0.011332282549112546
2008-01-17,-0.012805733404185976
2008-01-18,0.0035030459988427964
2008-01-22,-0.004040842201237488
2008-01-23,0.000566737509509696
2008-01-24,0.012602004388928112
2008-01-25,0.001472003578915082
2008-01-28,0.007899688417925904
2008-01-29,0.002269725390711061
2008-01-30,-0.0018673682515090162
2008-01-31,0.0009542350816627021
2008-02-01,0.0011807243474217521
2008-02-04,-2.3503833017177178e-05
2008-02-05,-0.011795938607158218
2008-02-06,-0.0013510513033723748
2008-02-07,0.005731033897179466
2008-02-08,0.00983179432695544
2008-02-11,0.004936969811188574
2008-02-12,-0.003082937063497715
2008-02-13,0.0036932512395561196
2008-02-14,0.00022064543357530608
2008-02-15,-0.00036572757050029603
2008-02-19,0.01470732114654344
2008-02-20,0.004168583638828785
2008-02-21,-0.00280689872524037
2008-02-22,0.0029781346534091674
2008-02-25,0.003075992428573787
2008-02-26,0.006409821583712866
2008-02-27,-7.530515343517896e-05
2008-02-28,0.006413888894617442
2008-02-29,-0.004607476147611603
2008-03-03,0.004071873995363476
2008-03-04,-0.005997687192659917
2008-03-05,0.008678988713645558
2008-03-06,-0.002120107461586279
2008-03-07,-0.004809940847828986
2008-03-10,0.0014210872695979426
2008-03-11,0.007179915700524814
2008-03-12,0.00135919028684571
2008-03-13,0.0032708138867456465
2008-03-14,-0.0006773449529806491
2008-03-17,-0.008167334890385819
2008-03-18,0.004016071406117275
2008-03-19,-0.016442682455011168
2008-03-20,-0.009977821278638777
2008-03-24,0.009174207841703585
2008-03-25,0.00990933746517339
2008-03-26,0.007350401623061581
2008-03-27,-0.0006718173041204978
2008-03-28,-0.0064642090152291914
2008-03-31,-0.00403268366139127
2008-04-01,0.000722037623749186
2008-04-02,0.00977722793858457
2008-04-03,0.003463206606510838
2008-04-04,0.004305254850402618
2008-04-07,0.002615228901352809
2008-04-08,0.0019626988073339485
2008-04-09,0.00368002040858402
2008-04-10,-0.0011750565037966787
2008-04-11,-0.004490596329203192
2008-04-14,0.002844885303908848
2008-04-15,0.0036066439938058636
2008-04-16,0.013609681859889033
2008-04-17,-0.002255953118319637
2008-04-18,3.9267184677393985e-05
2008-04-21,0.0013817988324871106
2008-04-22,-0.00012901879225166168
2008-04-23,-0.005570349015621492
2008-04-24,-0.009991342842566461
2008-04-25,0.007712670260093146
2008-04-28,0.00039046807697806774
2008-04-29,-0.012636657987068506
2008-04-30,0.002213734459394559
2008-05-01,-0.010360692941575989
2008-05-02,0.007689501841733948
2008-05-05,0.009734998918337956
2008-05-06,0.006485726508031142
2008-05-07,-0.004673965935885191
2008-05-08,0.008746240542824774
2008-05-09,0.0003974150510885621
2008-05-12,-0.000870812293065043
2008-05-13,0.0011406367776087833
2008-05-14,-0.003030718807270197
2008-05-15,0.007139516357762082
2008-05-16,0.01093451203975973
2008-05-19,0.0010380870308455553
2008-05-20,0.005734278598896442
2008-05-21,-0.00041632586562521945
2008-05-22,-0.0055169163186024744
2008-05-23,-0.003253704946137387
2008-05-27,-0.0059462092591447135
2008-05-28,0.006242065054528623
2008-05-29,-0.011350724199157364
2008-05-30,0.0036289660196049123
2008-06-02,0.002180045617844961
2008-06-03,-0.007031678471881506
2008-06-04,-0.004597996968904353
2008-06-05,0.01517815278712241
2008-06-06,0.000842581247282384
2008-06-09,0.005348406329984401
2008-06-10,-0.008632630262164334
2008-06-11,0.005290926004269489
2008-06-12,-0.004024466656281284
2008-06-13,0.004134371242446824
2008-06-16,0.0019390490264658278
2008-06-17,0.004352669671989218
2008-06-18,0.00282304638056885
2008-06-19,-0.005493566827429602
2008-06-20,-0.0026480688370108946
2008-06-23,0.00401743474266561
2008-06-24,-0.004170292516096824
2008-06-25,-0.0006450836776916297
2008-06-26,0.00472277806311322
2008-06-27,0.0024954756925796295
2008-06-30,-0.0010615282351202349
2008-07-01,0.0021446403587320195
2008-07-02,-0.00603654910362815
2008-07-03,-0.0026202156097545615
2008-07-07,-0.005325767839488529
2008-07-08,-0.008431591786203757
2008-07-09,-0.0013616920937160049
2008-07-10,0.01048701275692207
2008-07-11,0.0030623835539964755
2008-07-14,0.003260026450289416
2008-07-15,-0.01012366490831973
2008-07-16,-0.009761011509572343
2008-07-17,-0.005923497419078064
2008-07-18,-0.00048434497704018253
2008-07-21,0.006999397276902214
2008-07-22,-0.010208931666573245
2008-07-23,-0.010954465573556796
2008-07-24,0.0020560884505870375
2008-07-25,-0.0019825526843651464
2008-07-28,0.0024293295033358253
2008-07-29,-0.0049688361886197074
2008-07-30,0.008562790705320622
2008-07-31,-0.004145590949294925
2008-08-01,-0.0022941034570946317
2008-08-04,-0.012293733470993884
2008-08-05,-0.0037913068308777914
2008-08-06,0.0018198099701537407
2008-08-07,0.0004790213965661233
2008-08-08,-0.007686818620504646
2008-08-11,-0.006269010454057339
2008-08-12,-0.0007829552938954792
2008-08-13,0.009785173685698173
2008-08-14,-0.003773044071998674
2008-08-15,-0.0027187759024060593
2008-08-18,0.0023826226757984736
2008-08-19,0.0026563894720506437
2008-08-20,0.0008229763466111456
2008-08-21,0.0072359685325712325
2008-08-22,-0.0041891853664018375
2008-08-25,-0.002120572190649622
2008-08-26,8.335697779046636e-05
2008-08-27,0.002134655454477774
2008-08-28,-0.0005820668185917144
2008-08-29,-0.0025618273824784543
2008-09-02,-0.005441202651222804
2008-09-03,-0.0018186153951808004
2008-09-04,-0.0027399432063172635
2008-09-05,0.0005737452851012348
2008-09-08,0.0021920830504829486
2008-09-09,-0.008399199707101915
2008-09-10,-0.0029763284096649273
2008-09-11,-0.0026788559263444534
2008-09-12,-0.0012594014233439504
2008-09-15,3.3515169005710055e-05
2008-09-16,-0.002923044020120835
2008-09-17,0.0010361008358928253
2008-09-18,-0.002260783365822333
2008-09-19,-0.0031869027398808147
2008-09-22,0.0033664108113774377
2008-09-23,-0.0033866163793874193
2008-09-24,-0.00038778675003428575
2008-09-25,0.00463723045201872
2008-09-26,-0.001103893950411397
2008-09-29,-0.007064735856452217
2008-09-30,0.0031990595948110934
2008-10-01,-0.00037270024266826407
2008-10-02,-0.006779645669988302
2008-10-03,-0.0023461085758833405
2008-10-06,-0.005663316429709922
2008-10-07,-0.0029067109769479876
2008-10-08,-0.004994649481122035
2008-10-09,-0.015664755977414138
2008-10-10,-0.006821426394223715
2008-10-13,0.0025141474343421955
2008-10-14,-0.0033673597813445727
2008-10-15,-0.0017804680286437058
2008-10-16,-0.009003620364053153
2008-10-17,-0.0019396617518813997
2008-10-20,0.005729064215655277
