Date,switch_spy_or_holdings_corr
2020-02-27,-0.027957920047761313
2020-02-28,-0.008654290239690261
2020-03-02,0.03444481999981166
2020-03-03,-0.0014791181595183445
2020-03-04,0.01032589876546007
2020-03-05,-0.002814679701135468
2020-03-06,0.00019079800926369815
2020-03-09,-0.016123260842799997
2020-03-10,0.0064550698872539464
2020-03-11,-0.018802642222798503
2020-03-12,-0.025957462724161724
2020-03-13,0.024670609940103012
2020-03-16,-0.028642591832749184
2020-03-17,0.010140833549315382
2020-03-18,-0.018961513521041792
2020-03-19,-0.0008118803035130602
2020-03-20,0.0015159462408105336
2020-03-23,0.007689421558193089
2020-03-24,0.028563606360559934
2020-03-25,-0.001362398434380156
2020-03-26,0.018290389514671178
2020-03-27,-0.005035503547262334
2020-03-30,0.011601115457104256
2020-03-31,-0.00844089088843206
2020-04-01,-0.011248826158847482
2020-04-02,0.008323695086071253
2020-04-03,-0.003235828534859081
2020-04-06,0.02384472044407271
2020-04-07,-0.003775242138198245
2020-04-08,0.0060166447101772
2020-04-09,0.006806361673934211
2020-04-13,-0.0009467361370527797
2020-04-14,0.011990250608419089
2020-04-15,-0.0015390300564864616
2020-04-16,0.005379549799660226
2020-04-17,-0.0014474006713325318
2020-04-20,-0.0027931191026381768
2020-04-21,-0.006874063615431278
2020-04-22,0.007269179058830117
2020-04-23,-0.0004742911336489969
2020-04-24,0.005749004169961318
2020-04-27,-0.0008731746521980345
2020-04-28,-0.003454835499894343
2020-04-29,0.008549257430331839
2020-04-30,-0.0028519602819850626
2020-05-01,-0.0048890031125542795
2020-05-04,0.0033920081194866876
2020-05-05,0.002791808089023979
2020-05-06,-0.002094980197402539
2020-05-07,0.0071055508368127445
2020-05-08,0.0016144806425749218
2020-05-11,-0.00034396193138427
2020-05-12,-0.0046648610349094176
2020-05-13,-0.0020255948593844698
2020-05-14,0.004772204455712681
2020-05-15,0.0007506886926459947
2020-05-18,0.0026004763613742656
2020-05-19,-0.0005405269474896876
2020-05-20,0.005889919567939906
2020-05-21,-0.0040820426716459066
2020-05-22,0.002864793484646144
2020-05-26,-0.002780836350923085
2020-05-27,0.0019404141187335535
2020-05-28,0.00027279268007300014
2020-05-29,0.0028496592041109534
2020-06-01,0.0011601388809512822
2020-06-02,0.0024972325470923535
2020-06-03,-0.004134346054916339
2020-06-04,-0.007398632641990905
2020-06-05,0.007058496494088538
2020-06-08,0.0073285600217303645
2020-06-09,0.004991072081558919
2020-06-10,0.012081150672090007
2020-06-11,-0.02945689294259788
2020-06-12,0.00516143472791047
2020-06-15,0.003170891180983683
2020-06-16,0.010282990233638826
2020-06-17,0.0010299050317086138
2020-06-18,0.0017866927710564432
2020-06-19,0.0008166973690057061
2020-06-22,0.006172007160147812
2020-06-23,0.0035870276663869925
2020-06-24,-0.011593870003488743
2020-06-25,0.007518913141003149
2020-06-26,-0.006979161344801235
2020-06-29,0.006122431616341125
2020-06-30,0.01022861355213286
2020-07-01,0.0015403385633296295
2020-07-02,0.0018918404009282865
2020-07-06,0.008204519960710142
2020-07-07,0.003985321693082354
2020-07-08,0.007572476350396736
2020-07-09,0.006292741995352338
2020-07-10,-0.003186771826176046
2020-07-13,-0.007308875768669411
2020-07-14,0.006620595529580041
2020-07-15,0.0008223452693381123
2020-07-16,-0.004638981148309717
2020-07-17,0.002688730740179171
2020-07-20,0.009827525437938179
2020-07-21,-0.0008326049116936196
2020-07-22,0.005719645387368735
2020-07-23,-0.006410462865957309
2020-07-24,-0.00100305056587906
2020-07-27,0.010232006338153469
2020-07-28,-0.0016423091081085026
2020-07-29,0.007536624894983067
2020-07-30,0.0025455097437248066
2020-07-31,0.012404600221243827
2020-08-03,0.006531090780077365
2020-08-04,0.006969040591710982
2020-08-05,0.0024660749540311635
2020-08-06,0.0071871985307160585
2020-08-07,-0.00864947470601017
2020-08-10,-0.004941576032080152
2020-08-11,-0.02198546569277206
2020-08-12,0.010862850590342456
2020-08-13,0.003888335222474456
2020-08-14,-0.0018541241516326868
2020-08-17,0.011439159858363013
2020-08-18,0.004123520669594141
2020-08-19,-0.01013933849078022
2020-08-20,0.007628479082979556
2020-08-21,0.007148814518526904
2020-08-24,-0.0009780513557069036
2020-08-25,0.0003395946649243115
2020-08-26,0.008067142846613855
2020-08-27,-0.005713379399485741
2020-08-28,0.006654615827656515
2020-08-31,0.005822778153404115
2020-09-01,0.008717871491934991
2020-09-02,0.007387726348347413
2020-09-03,-0.038742339273288344
2020-09-04,-0.011971289319592151
2020-09-08,-0.025116376781243628
2020-09-09,0.021916461949695366
2020-09-10,-0.01566658578547894
2020-09-11,-0.0030724396943722014
2020-09-14,0.014586112552284605
2020-09-15,0.00790134831088404
2020-09-16,-0.009703242102697438
2020-09-17,-0.012381410132622294
2020-09-18,-0.012055072951045442
2020-09-21,-0.006064311913669262
2020-09-22,0.012645498438836696
2020-09-23,-0.023624041205658385
2020-09-24,0.004030843337904574
2020-09-25,0.015514515264129558
2020-09-28,0.01647715198604468
2020-09-29,0.0009829370664679593
2020-09-30,0.003893131973703979
2020-10-01,0.010828830461503174
2020-10-02,-0.014362928714086415
2020-10-05,0.017283696126605793
2020-10-06,-0.015142594369064002
2020-10-07,0.013056129723267012
2020-10-08,0.006321287168322959
2020-10-09,0.011541218584528674
2020-10-12,0.019449969176716035
2020-10-13,-0.0050469850545195125
2020-10-14,-0.006288609210702887
2020-10-15,-0.0011964882628546906
2020-10-16,-0.004732624798397894
2020-10-19,-0.012514536374692123
2020-10-20,0.007192950087288088
2020-10-21,0.003711510355184718
2020-10-22,-0.001508053884693561
2020-10-23,0.0032135493891682506
2020-10-26,-0.016139984492163317
2020-10-27,0.006880785742317141
2020-10-28,-0.03408538001139505
2020-10-29,0.012684337861498779
2020-10-30,-0.018184824669853182
2020-11-02,0.004146955972546206
2020-11-03,0.015387481393558784
2020-11-04,0.03057758268940919
2020-11-05,0.02294098146634198
2020-11-06,0.0010245480378598126
2020-11-09,-0.021466384273202042
2020-11-10,-0.00890782730143981
2020-11-11,0.013855477426601074
2020-11-12,-0.005554716017443449
2020-11-13,0.008179411119837462
2020-11-16,0.007348656782102658
2020-11-17,-0.005099209879756035
2020-11-18,-0.007813023603754488
2020-11-19,0.006109928576421461
2020-11-20,-0.0039012213251437802
2020-11-23,-0.0054904496498375584
2020-11-24,0.006959746999828896
2020-11-25,0.0016228601877270792
2020-11-27,0.0030430544739456986
2020-11-30,4.731236077347434e-05
2020-12-01,0.014861731495628918
2020-12-02,0.002116181326904393
2020-12-03,0.0019504133562101816
2020-12-04,0.0007622397286872905
2020-12-07,0.008270399035576644
2020-12-08,-0.0003632739180932236
2020-12-09,-0.01316689200038813
2020-12-10,-0.000559605518769872
2020-12-11,-0.0003191040267933584
2020-12-14,0.0004407453872443193
2020-12-15,0.014070514826964444
2020-12-16,0.003954155051644087
2020-12-17,0.007053706797563935
2020-12-18,-0.002864097902043212
2020-12-21,-0.0050898070374972605
2020-12-22,-0.0004886598531829702
2020-12-23,-0.0013439623659145497
2020-12-24,0.0032611473589167156
2020-12-28,0.008661590508328204
2020-12-29,-0.0009426346579758506
2020-12-30,0.001503262066317679
2020-12-31,0.0029403692825641036
2021-01-04,-0.005375220457071613
2021-01-05,0.006406258996607194
2021-01-06,-0.009176401807130702
2021-01-07,0.020717342998127084
2021-01-08,0.0032488615320260873
2021-01-11,-0.013690803771778075
2021-01-12,0.0019614082060746036
2021-01-13,0.002449738120675886
2021-01-14,-0.007060849951895081
2021-01-15,-0.008862340153514036
2021-01-19,0.01164306808152094
2021-01-20,0.02166965432551137
2021-01-21,0.007762852905941798
2021-01-22,-0.002772802871195966
2021-01-25,0.00716638785629626
2021-01-26,0.0017813855392630681
2021-01-27,-0.02216393012122451
2021-01-28,-0.00040690418432746955
2021-01-29,-0.018622308692197404
2021-02-01,0.021505531297511024
2021-02-02,0.016705319735471034
2021-02-03,-0.00017367305682782917
2021-02-04,0.007675498000912829
2021-02-05,0.007521649239917742
2021-02-08,0.009865302868217293
2021-02-09,-0.0040362921423065055
2021-02-10,-0.0017297113798550308
2021-02-11,0.004164580706055272
2021-02-12,0.003909627173414354
2021-02-16,-0.0017858014749294977
2021-02-17,-0.0022995550809886676
2021-02-18,-0.004700413566250864
2021-02-19,0.0002616647901900332
2021-02-22,-0.016876683437296702
2021-02-23,-0.001500083195609346
2021-02-24,0.011863844862041156
2021-02-25,-0.03475211447404078
2021-02-26,0.0012882496061555168
2021-03-01,0.028971393022913634
2021-03-02,-0.011043048071650144
2021-03-03,-0.02136061817829807
2021-03-04,-0.018629451373096406
2021-03-05,0.01423658717503624
2021-03-08,-0.013362434884757274
2021-03-09,0.03479125761880866
2021-03-10,0.003571809044597384
2021-03-11,0.018252640935406433
2021-03-12,-0.0022560675517171863
2021-03-15,0.010419918526273466
2021-03-16,-0.0012992977842540025
2021-03-17,0.006449875457277482
2021-03-18,-0.023284421602739018
2021-03-19,0.0018155330025742642
2021-03-22,0.00932510559142965
2021-03-23,-0.010680257732029406
2021-03-24,-0.014586517452744866
2021-03-25,0.004350645632550767
2021-03-26,0.009896640591479567
2021-03-29,-0.0009153134563709918
2021-03-30,0.0005374027296048273
2021-03-31,0.010165643060876537
2021-04-01,0.013112951947773779
2021-04-05,0.008608687136727782
2021-04-06,3.6575466187487005e-05
2021-04-07,-0.0043458568687523855
2021-04-08,0.0015500941631334095
2021-04-09,0.005346854505923629
2021-04-12,0.0052051395498572345
2021-04-13,0.00799105605039183
2021-04-14,0.0014789730146797034
2021-04-15,0.007344322323987477
2021-04-16,0.0022236742933503736
2021-04-19,-0.007642276410938631
2021-04-20,-0.01364073454064613
2021-04-21,0.014818770844093488
2021-04-22,-0.0133945064418862
2021-04-23,0.012952943926285616
2021-04-26,0.004439644101349395
2021-04-27,0.0008278443126719898
2021-04-28,0.005850159675087545
2021-04-29,0.004127585960752125
2021-04-30,-0.007596364661159446
2021-05-03,0.008309811038467296
2021-05-04,0.003569467467989863
2021-05-05,0.005717597965829424
2021-05-06,0.00777974602217927
2021-05-07,0.009377779941152098
2021-05-10,-0.008742248638670512
2021-05-11,-0.005095495496958421
2021-05-12,-0.01822123789940894
2021-05-13,0.0037820692451375803
2021-05-14,0.015278312835835063
2021-05-17,0.0024299294100188287
2021-05-18,-0.010436388601415285
2021-05-19,-0.01123647110774933
2021-05-20,0.003556476821899744
2021-05-21,0.005682207052397297
2021-05-24,0.012088585918398304
2021-05-25,-0.005375080210810971
2021-05-26,0.003066180345944247
2021-05-27,0.010046223696870252
2021-05-28,0.0012186659809107461
2021-06-01,0.008680079643949358
2021-06-02,-0.0005370732377191308
2021-06-03,-0.004504204618443942
2021-06-04,0.009098782604223426
2021-06-07,-0.0044785421349683744
2021-06-08,0.002243364152207604
2021-06-09,-0.0073540638547980285
2021-06-10,-0.003287846468664267
2021-06-11,0.0035510593064995858
2021-06-14,-0.004591966504362891
2021-06-15,-0.0024761983666950287
2021-06-16,-0.005104879507632348
2021-06-17,-0.01581918717074107
2021-06-18,-0.009142586827275425
2021-06-21,0.014128796798266199
2021-06-22,0.003891793734087423
2021-06-23,0.0028972394376659116
2021-06-24,0.007818440261384566
2021-06-25,0.0009613492675680888
2021-06-28,0.0016010254567042667
2021-06-29,-0.0001652642796289155
2021-06-30,0.005250825717786639
2021-07-01,0.005634916879025098
2021-07-02,0.003568448370890176
2021-07-06,-0.012512240622349834
2021-07-07,-0.0036388485685347493
2021-07-08,-0.007454822753312088
2021-07-09,0.014307237398013917
2021-07-12,0.007352863898144739
2021-07-13,-0.0064944961144977244
2021-07-14,-0.006890651825482304
2021-07-15,-0.0040740557356227945
2021-07-16,-0.008145718699397154
2021-07-19,-0.018645866897600172
2021-07-20,0.01860219229442523
2021-07-21,0.01369115554355079
2021-07-22,0.0008758881200807812
2021-07-23,0.008833868938156783
2021-07-26,0.0035350483412450047
2021-07-27,-0.007764927695157894
2021-07-28,0.0036818669357582723
2021-07-29,0.00724986260796854
2021-07-30,-0.007570900574476841
2021-08-02,-0.0004355909399463534
2021-08-03,0.003796236959547121
2021-08-04,-0.0032012564882849476
2021-08-05,0.005155512975029066
2021-08-06,0.0006574822604073177
2021-08-09,-0.0014802723355292393
2021-08-10,0.008984554081588316
2021-08-11,0.0082068574346655
2021-08-12,0.0009486073983619599
2021-08-13,-0.0032830348623461834
2021-08-16,-0.0032046232203788894
2021-08-17,-0.0096012621521669
2021-08-18,-0.009269850051606864
2021-08-19,-0.004754911246996131
2021-08-20,0.0036124760415655243
2021-08-23,0.01775425168745666
2021-08-24,0.008512291847859654
2021-08-25,0.007479984512771728
2021-08-26,-0.003973441360439249
2021-08-27,0.011876343334846435
2021-08-30,0.002175459270697437
2021-08-31,-0.0017313723947594436
2021-09-01,-0.0018261610942905222
2021-09-02,0.008532918186376274
2021-09-03,-0.0010451866548157234
2021-09-07,-0.0063349458880894455
2021-09-08,-0.004739588151320384
2021-09-09,-0.00026885277789848443
2021-09-10,0.0006062166929792126
2021-09-13,0.008832582271747831
2021-09-14,-0.007651273415710671
2021-09-15,0.017426601041612824
2021-09-16,-0.005428954374115673
2021-09-17,-0.008615207626184559
2021-09-20,-0.028060532253277665
2021-09-21,0.0015347655160089053
2021-09-22,0.01693241703467645
2021-09-23,0.021269665618156068
2021-09-24,0.003670330899879173
2021-09-27,0.015779038379874814
2021-09-28,-0.013160332164583531
2021-09-29,-0.0023480578280139193
2021-09-30,-0.007725967645479948
2021-10-01,0.016060168489928486
2021-10-04,-0.003149500736623933
2021-10-05,0.014231895354105191
2021-10-06,-0.002992713170370252
2021-10-07,0.009760806176047037
2021-10-08,0.005119507786561575
2021-10-11,-0.006897512699392224
2021-10-12,0.0010376434024025505
2021-10-13,0.001921782575296843
2021-10-14,0.01422444424639014
2021-10-15,0.00846491817297926
2021-10-18,0.0045603167051904035
2021-10-19,0.006514246634552889
2021-10-20,0.0073532465424770155
2021-10-21,-0.0038353159139513735
2021-10-22,0.003527392339938002
2021-10-25,0.014502939658687772
2021-10-26,0.001818326641466787
2021-10-27,-0.014424943048110168
2021-10-28,0.008567589039962471
2021-10-29,0.0019436196663720992
2021-11-01,0.00904655350052005
2021-11-02,-0.0002367138764824831
2021-11-03,-0.003200623753817257
2021-11-04,0.01281338328603884
2021-11-05,0.0044716753299293924
2021-11-08,0.005040421052296135
2021-11-09,-0.006125478633843788
2021-11-10,-0.013897210278589861
2021-11-11,0.0062256396822474545
2021-11-12,0.00454494070359107
2021-11-15,0.00019116782556709722
2021-11-16,0.00696509930519597
2021-11-17,-0.008934201172033142
2021-11-18,0.006361358446927036
2021-11-19,-0.00783778738658894
2021-11-22,0.0026649301732784274
2021-11-23,0.010872066451410901
2021-11-24,0.007235132876120522
2021-11-26,-0.037823158818489765
2021-11-29,0.01101292308385088
2021-11-30,-0.019602705077773574
2021-12-01,-0.01623116461310921
2021-12-02,0.015091343832104923
2021-12-03,-0.01757520541427015
2021-12-06,0.009374463715363
2021-12-07,0.028290818076176345
2021-12-08,0.004341122157233411
2021-12-09,-0.015092691673753766
2021-12-10,0.006718887159023076
2021-12-13,-0.019488255371716525
2021-12-14,-0.005559526357724089
2021-12-15,0.01354773220483282
2021-12-16,-0.00901752094619032
2021-12-17,-0.012917710095858813
2021-12-20,-0.017446742024919634
2021-12-21,0.02635091088354389
2021-12-22,0.012026664557390872
2021-12-23,0.007493585882513837
2021-12-27,0.017877493751815285
2021-12-28,-0.004541368429052732
2021-12-29,-0.0010297404334570174
2021-12-30,-0.005489814738208244
2021-12-31,-0.0035149590224506557
2022-01-03,0.01794754502495021
2022-01-04,0.007239801871712639
2022-01-05,-0.018566933639325028
2022-01-06,0.00726784035816804
2022-01-07,0.00044367404804486753
2022-01-10,-0.0021570447009547885
2022-01-11,0.015502878451634207
2022-01-12,0.004815862943685378
2022-01-13,-0.011059393658487677
2022-01-14,0.009129225155836293
2022-01-18,-0.004618006537646325
2022-01-19,-0.0064992184916553295
2022-01-20,-0.00878521653195984
2022-01-21,-0.010758748905648798
2022-01-24,0.0021740527402666007
2022-01-25,0.0058732799239342446
2022-01-26,-0.0020185321971335295
2022-01-27,-0.0015447444317183757
2022-01-28,0.01956594033340507
2022-01-31,0.01035955515237278
2022-02-01,0.009003336838203457
2022-02-02,0.01180017593425269
2022-02-03,-0.008736929882756286
2022-02-04,0.005380482756736445
2022-02-07,0.0025463223633419322
2022-02-08,-0.006455697600628121
2022-02-09,0.013482231213345148
2022-02-10,-0.014198776706594952
2022-02-11,0.002063336287731056
2022-02-14,-0.009505754993179984
2022-02-15,-0.002290311796758064
2022-02-16,0.0030032345599415393
2022-02-17,-0.007432216885621293
2022-02-18,-0.003376067702109292
2022-02-22,-0.0033574030256947078
2022-02-23,-0.0034854983874322634
2022-02-24,0.0029823644025332857
2022-02-25,0.019027972060796046
2022-02-28,0.003366705358497109
2022-03-01,0.0031334646936615543
2022-03-02,0.009985706120060287
2022-03-03,0.0035594870493693863
2022-03-04,0.009588447119862384
2022-03-07,-0.0022156478501260276
2022-03-08,-0.0019151868605111683
2022-03-09,-0.0068311395356049544
2022-03-10,0.0029921216937488265
2022-03-11,-0.004007477918009737
2022-03-14,-0.00837346959159096
2022-03-15,-0.0018759250061746856
2022-03-16,0.0022573650141641598
2022-03-17,0.014001681438669237
2022-03-18,0.0032513417489077683
2022-03-21,0.0069087171373495935
2022-03-22,0.000660857574860036
2022-03-23,0.0026611230322840258
2022-03-24,0.001631598038698385
2022-03-25,0.007171379608986278
2022-03-28,-0.006433004206966301
2022-03-29,0.00456357355016893
2022-03-30,0.0024699044665989858
2022-03-31,-0.007191960931889511
2022-04-01,0.00674686752908284
2022-04-04,0.0019733135223214135
2022-04-05,-0.005770703795975186
2022-04-06,0.005421177803936503
2022-04-07,0.006473695980020242
2022-04-08,0.011085456256458657
2022-04-11,-0.02027030250781057
2022-04-12,0.007625592745824734
2022-04-13,0.010623445764973493
2022-04-14,-0.0012872658721953699
2022-04-18,0.004166940230489014
2022-04-19,0.0012999046450684892
2022-04-20,0.008634043515739905
2022-04-21,-0.014538835947251933
2022-04-22,-0.024842953595153573
2022-04-25,-0.009276759755905351
2022-04-26,-0.0064751948267334
2022-04-27,0.002581384889627584
2022-04-28,0.020896001747127465
2022-04-29,-0.0293513020400616
2022-05-02,-0.0011439026117000231
2022-05-03,0.0037988036001325148
2022-05-04,0.015934382058080038
2022-05-05,-0.01212469267103529
2022-05-06,0.0029195514051397883
2022-05-09,-0.02787916322441711
2022-05-10,-0.004141451233449636
2022-05-11,0.0029421276018022358
2022-05-12,0.0017396208112906804
2022-05-13,0.014209261897272818
2022-05-16,0.0035245396767351316
2022-05-17,0.0023550556487694175
2022-05-18,-0.020639406272087817
2022-05-19,-0.001672715010307346
2022-05-20,0.0016059560339897901
2022-05-23,0.01058498890027854
2022-05-24,0.003888770601436123
2022-05-25,0.004195035227846061
2022-05-26,0.003933666900502383
2022-05-27,0.008746102082063334
2022-05-31,-0.0047495363183604885
2022-06-01,0.0006397358992355745
2022-06-02,0.006188895056389401
2022-06-03,-3.735939123850529e-05
2022-06-06,0.001626990305882825
2022-06-07,0.00902311855759779
2022-06-08,-0.003959086959763526
2022-06-09,-0.010531828530371153
2022-06-10,-0.009713130289121845
2022-06-13,-0.022915043621114645
2022-06-14,-0.0054927329077465725
2022-06-15,-0.0005999296559598549
2022-06-16,-0.015425738094689383
2022-06-17,-0.015004867296265956
2022-06-21,0.013484687361583605
2022-06-22,-0.005336531133684405
2022-06-23,-0.0026725856644989683
2022-06-24,0.01212892672141808
2022-06-27,0.002991162143894167
2022-06-28,0.0013385805607587862
2022-06-29,-0.006897674085815923
2022-06-30,-0.0069921616469846605
2022-07-01,0.007466624176487833
2022-07-05,-0.018554713840512937
2022-07-06,-0.002328699191368827
2022-07-07,0.009684715202503594
2022-07-08,0.0015097679291488364
2022-07-11,-0.0008214837442170331
2022-07-12,-0.008938619020983814
2022-07-13,-0.0019357747923006232
2022-07-14,-0.0016293479421770364
2022-07-15,0.007420851316390101
2022-07-18,-0.0009919989300301033
2022-07-19,0.0075703716464578606
2022-07-20,-0.003693690834327669
2022-07-21,-0.002059778102108404
2022-07-22,0.0009689878101936354
2022-07-25,0.009392480289319957
2022-07-26,0.0003994992808233462
2022-07-27,0.00535863919840437
2022-07-28,0.008875588965275516
2022-07-29,0.005794080141377581
2022-08-01,-0.004528591440938545
2022-08-02,-0.0029403993848433215
2022-08-03,-0.0022461274941201637
2022-08-04,-0.007013820783349034
2022-08-05,3.874427822457495e-05
2022-08-08,0.002222580728716643
2022-08-09,0.004615952172221985
2022-08-10,0.003814465174158112
2022-08-11,0.004185166646172003
2022-08-12,0.005197136166858891
2022-08-15,-0.00023565762023501917
2022-08-16,6.044554582852745e-05
2022-08-17,0.0018819579681191607
2022-08-18,0.005533218031686324
2022-08-19,0.0010487816842426993
2022-08-22,-0.0027320384674654353
2022-08-23,0.0022321954903397265
2022-08-24,0.003735192665181146
2022-08-25,0.0017637242360378591
2022-08-26,-0.00795432943723645
2022-08-29,0.0028096544727389747
2022-08-30,-0.011058420788547386
2022-08-31,-0.006148527921524723
2022-09-01,0.00010352160052148375
2022-09-02,0.0001617968768985456
2022-09-06,-0.0022846965587462603
2022-09-07,0.001734164253076459
2022-09-08,0.0006305420773596304
2022-09-09,0.008390689473622703
2022-09-12,0.00570380604159218
2022-09-13,-0.011285889499539542
2022-09-14,0.005034664640218844
2022-09-15,-0.011025672277443666
2022-09-16,-0.0030942658962326624
2022-09-19,0.000259869287514889
2022-09-20,-0.004285551258475284
2022-09-21,-0.0066545757488033
2022-09-22,0.002220370737853213
2022-09-23,-0.014856575904106528
2022-09-26,-0.009944695211069816
2022-09-27,-0.0016950503881913955
2022-09-28,0.014932157229847066
2022-09-29,-0.009983687952578459
2022-09-30,-0.008439465067177266
2022-10-03,0.015379398452122241
2022-10-04,0.012362547825382993
2022-10-05,0.001011893183219027
2022-10-06,-0.0037086262706074926
2022-10-07,-0.005457141730215937
2022-10-10,-0.004303001773942209
2022-10-11,-0.0023665508496103355
2022-10-12,-0.004812659516422789
2022-10-13,0.012692537731637558
2022-10-14,-0.00781862546708277
2022-10-17,0.00495818058621821
2022-10-18,0.002964230429424822
2022-10-19,0.00013907165419684768
2022-10-20,-0.003395582837937805
2022-10-21,0.00896099712878027
2022-10-24,0.0035427180994162407
2022-10-25,0.0040734460247343965
2022-10-26,0.004531928972450378
2022-10-27,0.0016456131308465183
2022-10-28,0.004309928510730658
2022-10-31,-0.0008453245184274927
2022-11-01,0.003585933139628905
2022-11-02,-0.004128827217888072
2022-11-03,0.0025261707219317335
2022-11-04,0.005101868942889802
2022-11-07,0.0023657604910558446
2022-11-08,0.0005403433611137549
2022-11-09,-0.010778637859486243
2022-11-10,0.008686148621198266
2022-11-11,0.0002730581729515104
2022-11-14,-0.0031436524803104644
2022-11-15,0.0023869868439069324
2022-11-16,-0.0016045243007175468
2022-11-17,-0.0007810899752578046
2022-11-18,0.001592165002150615
2022-11-21,-0.001963375986923063
2022-11-22,0.005901205476570681
2022-11-23,-0.0011955293311680958
2022-11-25,0.00039119909482007373
2022-11-28,-0.005188191901522253
2022-11-29,0.001847819198896014
